2L003,2L,100,BRS,ZRH,2018-06-14T02:50:00,2018-06-14T10:50:00
2L004,2L,319,GVA,LPA,2018-06-13T00:00:00,2018-06-13T03:10:00
2L005,2L,319,LCA,ZRH,2018-06-14T22:25:00,2018-06-15T03:00:00
2L006,2L,319,LPA,ZRH,2018-06-14T18:35:00,2018-06-15T01:05:00
2L007,2L,319,RMF,ZRH,2018-06-10T07:35:00,2018-06-10T12:25:00
2L008,2L,319,TFS,GVA,2018-06-13T16:15:00,2018-06-13T20:55:00
2L009,2L,100,ZRH,BDS,2018-06-10T23:35:00,2018-06-11T06:45:00
2L010,2L,100,ZRH,BOD,2018-06-10T02:15:00,2018-06-10T09:50:00
2L011,2L,100,ZRH,BRS,2018-06-14T05:00:00,2018-06-14T12:15:00
2L012,2L,319,ZRH,LCA,2018-06-10T08:20:00,2018-06-10T15:55:00
2L013,2L,319,ZRH,LPA,2018-06-10T05:10:00,2018-06-10T08:35:00
2L014,2L,319,ZRH,RMF,2018-06-12T22:15:00,2018-06-13T06:55:00
2N001,2N,ATP,AJR,LYC,2018-06-13T08:25:00,2018-06-13T13:25:00
2N002,2N,ATP,ARN,GEV,2018-06-10T04:10:00,2018-06-10T06:55:00
2N003,2N,SF3,ARN,HAD,2018-06-15T04:40:00,2018-06-15T13:05:00
2N004,2N,ATP SF3,ARN,JKG,2018-06-12T03:55:00,2018-06-12T08:55:00
2N005,2N,ATP,ARN,KRF,2018-06-10T15:15:00,2018-06-10T19:30:00
2N006,2N,SF3,ARN,KSD,2018-06-13T14:20:00,2018-06-13T22:50:00
2N007,2N,ATP,ARN,LYC,2018-06-12T05:25:00,2018-06-12T13:10:00
2N008,2N,SF3,ARN,MHQ,2018-06-10T08:15:00,2018-06-10T17:05:00
2N009,2N,ATR,ARN,OER,2018-06-13T17:55:00,2018-06-14T02:35:00
2N010,2N,SF3,ARN,POR,2018-06-13T04:20:00,2018-06-13T07:10:00
2N011,2N,SF3,ARN,TRF,2018-06-13T06:00:00,2018-06-13T14:00:00
2N012,2N,SF3 ATP,ARN,VBY,2018-06-15T09:05:00,2018-06-15T14:35:00
2N013,2N,SF3,ARN,VHM,2018-06-11T12:30:00,2018-06-11T19:10:00
2N014,2N,SF3,ARN,VXO,2018-06-12T04:15:00,2018-06-12T11:30:00
2N015,2N,ATP,GEV,ARN,2018-06-11T22:10:00,2018-06-12T03:20:00
2N016,2N,ATP,GEV,KRF,2018-06-15T20:40:00,2018-06-16T00:25:00
2N017,2N,SF3 ATP,HAD,ARN,2018-06-13T05:35:00,2018-06-13T08:30:00
2N018,2N,ATP SF3,HAD,JKG,2018-06-11T06:55:00,2018-06-11T10:40:00
2N019,2N,SF3,HAD,VXO,2018-06-10T16:50:00,2018-06-10T21:05:00
2N020,2N,SF3,HMV,VHM,2018-06-14T23:50:00,2018-06-15T08:35:00
2N021,2N,ATP SF3,JKG,ARN,2018-06-14T17:50:00,2018-06-14T20:30:00
2N022,2N,ATP SF3,JKG,HAD,2018-06-15T17:00:00,2018-06-16T00:25:00
2N023,2N,SF3,KOK,POR,2018-06-10T08:40:00,2018-06-10T11:05:00
2N024,2N,ATP,KRF,ARN,2018-06-10T00:45:00,2018-06-10T07:30:00
2N025,2N,ATP,KRF,GEV,2018-06-15T23:40:00,2018-06-16T02:40:00
2N026,2N,SF3,KSD,ARN,2018-06-11T02:00:00,2018-06-11T04:40:00
2N027,2N,ATP,LYC,AJR,2018-06-14T07:25:00,2018-06-14T15:50:00
2N028,2N,ATP,LYC,ARN,2018-06-14T02:30:00,2018-06-14T11:05:00
2N029,2N,SF3,MHQ,ARN,2018-06-10T16:40:00,2018-06-10T20:35:00
2N030,2N,SF3,MHQ,TKU,2018-06-10T17:25:00,2018-06-10T23:30:00
2N031,2N,ATR,OER,ARN,2018-06-15T10:10:00,2018-06-15T13:15:00
2N032,2N,SF3,OSL,VXO,2018-06-12T05:10:00,2018-06-12T08:50:00
2N033,2N,SF3,POR,ARN,2018-06-15T05:20:00,2018-06-15T10:25:00
2N034,2N,SF3,POR,KOK,2018-06-12T08:40:00,2018-06-12T13:10:00
2N035,2N,SF3,TKU,MHQ,2018-06-12T08:30:00,2018-06-12T12:25:00
2N036,2N,SF3,TRF,ARN,2018-06-14T02:05:00,2018-06-14T10:25:00
2N037,2N,SF3 ATP,VBY,ARN,2018-06-12T20:10:00,2018-06-13T02:15:00
2N038,2N,SF3,VHM,ARN,2018-06-15T23:00:00,2018-06-16T05:25:00
2N039,2N,SF3,VHM,HMV,2018-06-13T15:05:00,2018-06-13T18:15:00
2N040,2N,SF3,VXO,ARN,2018-06-12T16:25:00,2018-06-12T20:30:00
2N041,2N,SF3,VXO,OSL,2018-06-15T11:40:00,2018-06-15T18:30:00
2O001,2O,BNI,ADQ,AOS,2018-06-11T21:55:00,2018-06-12T06:20:00
2O002,2O,BNI,ADQ,KKB,2018-06-10T03:15:00,2018-06-10T06:35:00
2O003,2O,BNI,ADQ,KLN,2018-06-15T12:20:00,2018-06-15T19:10:00
2O004,2O,BNI,ADQ,KOZ,2018-06-15T17:00:00,2018-06-15T22:35:00
2O005,2O,BNI,ADQ,OLH,2018-06-12T00:20:00,2018-06-12T08:35:00
2O006,2O,BNI,AOS,KZB,2018-06-11T15:00:00,2018-06-11T21:55:00
2O007,2O,BNI,KKB,SYB,2018-06-12T01:40:00,2018-06-12T09:25:00
2O008,2O,BNI,KLN,KYK,2018-06-13T03:00:00,2018-06-13T11:10:00
2O009,2O,BNI,KOZ,ORI,2018-06-11T18:50:00,2018-06-11T23:55:00
2O010,2O,BNI,SYB,KPR,2018-06-10T18:35:00,2018-06-11T00:20:00
2P001,2P,DH4,BSO,MNL,2018-06-10T02:15:00,2018-06-10T10:20:00
2P002,2P,320,BXU,MNL,2018-06-14T08:05:00,2018-06-14T15:25:00
2P003,2P,320,CBO,MNL,2018-06-12T09:00:00,2018-06-12T15:40:00
2P004,2P,320,CGY,MNL,2018-06-11T18:30:00,2018-06-12T00:40:00
2P005,2P,DH4,CRM,MNL,2018-06-14T08:35:00,2018-06-14T11:30:00
2P006,2P,320,DGT,MNL,2018-06-13T20:25:00,2018-06-14T01:40:00
2P007,2P,330,DWC,MNL,2018-06-12T01:05:00,2018-06-12T06:20:00
2P008,2P,320,GES,MNL,2018-06-13T13:25:00,2018-06-13T20:30:00
2P009,2P,320,KLO,MNL,2018-06-15T21:05:00,2018-06-16T05:10:00
2P010,2P,320,LGP,MNL,2018-06-13T19:50:00,2018-06-13T23:50:00
2P011,2P,DH4,MNL,BSO,2018-06-15T00:40:00,2018-06-15T07:40:00
2P012,2P,320,MNL,BXU,2018-06-10T14:30:00,2018-06-10T23:15:00
2P013,2P,320,MNL,CBO,2018-06-11T09:10:00,2018-06-11T14:30:00
2P014,2P,320,MNL,CGY,2018-06-15T00:15:00,2018-06-15T06:55:00
2P015,2P,DH4,MNL,CRM,2018-06-15T07:50:00,2018-06-15T11:10:00
2P016,2P,320,MNL,DGT,2018-06-13T21:05:00,2018-06-14T00:50:00
2P017,2P,330,MNL,DWC,2018-06-13T11:50:00,2018-06-13T19:20:00
2P018,2P,320,MNL,GES,2018-06-10T15:00:00,2018-06-10T17:00:00
2P019,2P,320,MNL,KLO,2018-06-15T05:35:00,2018-06-15T09:35:00
2P020,2P,320,MNL,LGP,2018-06-13T06:10:00,2018-06-13T13:50:00
2P021,2P,DH3,MNL,MPH,2018-06-11T06:35:00,2018-06-11T14:55:00
2P022,2P,320,MNL,OZC,2018-06-12T03:10:00,2018-06-12T08:40:00
2P023,2P,320,MNL,PPS,2018-06-14T16:15:00,2018-06-14T19:00:00
2P024,2P,320,MNL,RXS,2018-06-10T17:05:00,2018-06-11T00:05:00
2P025,2P,DH4,MNL,SUG,2018-06-11T12:15:00,2018-06-11T19:10:00
2P026,2P,DH4,MNL,TUG,2018-06-15T23:55:00,2018-06-16T04:15:00
2P027,2P,320,MNL,ZAM,2018-06-14T20:35:00,2018-06-15T01:50:00
2P028,2P,DH3,MPH,MNL,2018-06-10T04:10:00,2018-06-10T07:15:00
2P029,2P,320,OZC,MNL,2018-06-14T05:25:00,2018-06-14T11:30:00
2P030,2P,320,PPS,MNL,2018-06-10T00:40:00,2018-06-10T08:25:00
2P031,2P,320,RXS,MNL,2018-06-13T02:50:00,2018-06-13T08:00:00
2P032,2P,DH4,SUG,MNL,2018-06-15T14:30:00,2018-06-15T22:45:00
2P033,2P,DH4,TUG,MNL,2018-06-13T15:20:00,2018-06-13T20:50:00
2P034,2P,320,ZAM,MNL,2018-06-12T15:35:00,2018-06-12T22:25:00
2Z001,2Z,AT7,AUX,PMW,2018-06-13T10:20:00,2018-06-13T17:30:00
2Z002,2Z,AT7,BRA,BSB,2018-06-15T11:55:00,2018-06-15T19:25:00
2Z003,2Z,AT7,BRA,SSA,2018-06-10T04:00:00,2018-06-10T06:40:00
2Z004,2Z,AT7,BSB,BRA,2018-06-15T08:10:00,2018-06-15T12:45:00
2Z005,2Z,AT7,BSB,OPS,2018-06-12T17:35:00,2018-06-13T02:20:00
2Z006,2Z,AT7,BSB,RAO,2018-06-11T19:35:00,2018-06-12T00:45:00
2Z007,2Z,AT7,CAC,GRU,2018-06-14T05:15:00,2018-06-14T09:20:00
2Z008,2Z,AT7,CGB,GYN,2018-06-11T05:50:00,2018-06-11T09:10:00
2Z009,2Z,AT7,CGB,OPS,2018-06-13T22:10:00,2018-06-14T01:10:00
2Z010,2Z,AT7,CGR,DOU,2018-06-15T21:50:00,2018-06-16T04:55:00
2Z011,2Z,AT7,DOU,CGR,2018-06-14T21:05:00,2018-06-15T02:45:00
2Z012,2Z,AT7,DOU,GRU,2018-06-15T19:10:00,2018-06-16T01:50:00
2Z013,2Z,AT7,GIG,RAO,2018-06-11T07:50:00,2018-06-11T14:30:00
2Z014,2Z,AT7,GRU,CAC,2018-06-12T22:40:00,2018-06-13T04:30:00
2Z015,2Z,AT7,GRU,DOU,2018-06-14T22:10:00,2018-06-15T07:10:00
2Z016,2Z,AT7,GRU,RAO,2018-06-14T11:20:00,2018-06-14T14:20:00
2Z017,2Z,AT7,GRU,UBA,2018-06-11T19:50:00,2018-06-12T03:00:00
2Z018,2Z,AT7,GRU,UDI,2018-06-13T13:20:00,2018-06-13T16:45:00
2Z019,2Z,AT7,GRU,VDC,2018-06-13T18:30:00,2018-06-14T00:05:00
2Z020,2Z,AT7,GYN,CGB,2018-06-14T08:10:00,2018-06-14T16:30:00
2Z021,2Z,AT7,GYN,PMW,2018-06-11T23:25:00,2018-06-12T07:10:00
2Z022,2Z,AT7,GYN,RAO,2018-06-10T21:05:00,2018-06-11T03:00:00
2Z023,2Z,AT7,GYN,UDI,2018-06-15T21:45:00,2018-06-16T02:30:00
2Z024,2Z,AT7,OPS,BSB,2018-06-12T19:10:00,2018-06-13T03:00:00
2Z025,2Z,AT7,OPS,CGB,2018-06-15T13:10:00,2018-06-15T17:15:00
2Z026,2Z,AT7,PLU,RAO,2018-06-10T12:50:00,2018-06-10T20:50:00
2Z027,2Z,AT7,PMW,AUX,2018-06-15T21:10:00,2018-06-16T01:05:00
2Z028,2Z,AT7,PMW,GYN,2018-06-12T10:50:00,2018-06-12T16:10:00
2Z029,2Z,AT7,RAO,BSB,2018-06-10T10:10:00,2018-06-10T16:35:00
2Z030,2Z,AT7,RAO,GIG,2018-06-13T22:25:00,2018-06-14T05:10:00
2Z031,2Z,AT7,RAO,GRU,2018-06-13T12:00:00,2018-06-13T15:50:00
2Z032,2Z,AT7,RAO,GYN,2018-06-15T14:40:00,2018-06-15T16:40:00
2Z033,2Z,AT7,RAO,PLU,2018-06-14T20:30:00,2018-06-15T03:50:00
2Z034,2Z,AT7,RAO,SJP,2018-06-13T11:20:00,2018-06-13T16:10:00
2Z035,2Z,AT7,RAO,UDI,2018-06-15T01:55:00,2018-06-15T08:55:00
2Z036,2Z,AT7,SJP,RAO,2018-06-10T13:15:00,2018-06-10T21:45:00
2Z037,2Z,AT7,SSA,BRA,2018-06-10T19:10:00,2018-06-11T02:30:00
2Z038,2Z,AT7,SSA,VDC,2018-06-10T00:05:00,2018-06-10T07:55:00
2Z039,2Z,AT7,UBA,GRU,2018-06-13T05:55:00,2018-06-13T07:55:00
2Z040,2Z,AT7,UBA,UDI,2018-06-12T18:50:00,2018-06-13T01:05:00
2Z041,2Z,AT7,UDI,GRU,2018-06-14T05:35:00,2018-06-14T08:55:00
2Z042,2Z,AT7,UDI,GYN,2018-06-11T06:35:00,2018-06-11T13:15:00
2Z043,2Z,AT7,UDI,RAO,2018-06-13T11:05:00,2018-06-13T16:40:00
2Z044,2Z,AT7,UDI,UBA,2018-06-12T01:25:00,2018-06-12T10:00:00
2Z045,2Z,AT7,VDC,GRU,2018-06-10T07:55:00,2018-06-10T15:10:00
2Z046,2Z,AT7,VDC,SSA,2018-06-13T06:25:00,2018-06-13T08:40:00
30,3E,CNC,BRL,ORD,2018-06-11T08:40:00,2018-06-11T12:25:00
300,3E,CNC,BRL,STL,2018-06-15T20:10:00,2018-06-16T04:45:00
3000,3E,CNC,DEC,ORD,2018-06-15T10:00:00,2018-06-15T15:45:00
30000,3E,CNC,DEC,STL,2018-06-13T07:05:00,2018-06-13T13:00:00
300000,3E,CNC,JBR,STL,2018-06-11T09:25:00,2018-06-11T16:20:00
3000000,3E,CNC,ORD,BRL,2018-06-11T06:15:00,2018-06-11T10:30:00
30000000,3E,CNC,ORD,DEC,2018-06-11T23:50:00,2018-06-12T02:10:00
300000000,3E,CNC,STL,BRL,2018-06-15T06:25:00,2018-06-15T10:30:00
3000000000,3E,CNC,STL,DEC,2018-06-12T10:45:00,2018-06-12T16:45:00
30000000000,3E,CNC,STL,JBR,2018-06-11T06:25:00,2018-06-11T12:05:00
3F001,3F,DHP,CGA,HYL,2018-06-12T23:30:00,2018-06-13T03:00:00
3F002,3F,DHP,CGA,KTN,2018-06-11T12:35:00,2018-06-11T15:50:00
3F003,3F,DHP,HYL,CGA,2018-06-13T18:20:00,2018-06-14T01:40:00
3F004,3F,DHP,HYL,KTB,2018-06-12T15:55:00,2018-06-12T20:15:00
3F005,3F,DHP,HYL,KTN,2018-06-14T20:20:00,2018-06-15T03:35:00
3F006,3F,DHP,KTB,HYL,2018-06-10T22:45:00,2018-06-11T06:40:00
3F007,3F,DHP,KTB,KTN,2018-06-13T04:20:00,2018-06-13T12:15:00
3F008,3F,DHP,KTN,CGA,2018-06-12T02:25:00,2018-06-12T06:55:00
3F009,3F,DHP,KTN,HYL,2018-06-11T05:10:00,2018-06-11T10:50:00
3F010,3F,DHP,KTN,KTB,2018-06-13T08:40:00,2018-06-13T11:30:00
3F011,3F,DHP,KTN,MTM,2018-06-14T08:50:00,2018-06-14T12:45:00
3F012,3F,DHP,MTM,KTN,2018-06-15T00:15:00,2018-06-15T03:15:00
3G001,3G,319,ACC,DKR,2018-06-11T11:45:00,2018-06-11T15:45:00
3G002,3G,319,ACC,LOS,2018-06-10T14:00:00,2018-06-10T22:50:00
3G003,3G,319,ACC,ROB,2018-06-14T21:30:00,2018-06-15T04:25:00
3G004,3G,319,BCN,BJL,2018-06-12T04:40:00,2018-06-12T13:35:00
3G005,3G,319,BJL,BCN,2018-06-11T03:10:00,2018-06-11T11:30:00
3G006,3G,319,BJL,DKR,2018-06-12T12:05:00,2018-06-12T15:10:00
3G007,3G,319,BJL,FNA,2018-06-14T08:50:00,2018-06-14T15:45:00
3G008,3G,319,CKY,OXB,2018-06-14T03:55:00,2018-06-14T12:00:00
3G009,3G,319,DKR,ACC,2018-06-10T15:35:00,2018-06-10T23:35:00
3G010,3G,319,DKR,BJL,2018-06-15T14:05:00,2018-06-15T21:35:00
3G011,3G,319,DKR,DLA,2018-06-11T16:50:00,2018-06-12T00:50:00
3G012,3G,319,DKR,FNA,2018-06-15T03:15:00,2018-06-15T07:10:00
3G013,3G,319,DKR,LOS,2018-06-10T22:00:00,2018-06-11T02:10:00
3G014,3G,319,DKR,OXB,2018-06-15T12:50:00,2018-06-15T14:55:00
3G015,3G,319,DLA,DKR,2018-06-14T20:25:00,2018-06-15T00:40:00
3G016,3G,319,DLA,LOS,2018-06-11T19:45:00,2018-06-12T02:35:00
3G017,3G,319,FNA,BJL,2018-06-15T02:05:00,2018-06-15T04:30:00
3G018,3G,319,FNA,DKR,2018-06-13T08:30:00,2018-06-13T16:10:00
3G019,3G,319,FNA,LGW,2018-06-14T06:05:00,2018-06-14T09:05:00
3G020,3G,319,FNA,ROB,2018-06-12T09:35:00,2018-06-12T14:05:00
3G021,3G,319,LGW,FNA,2018-06-15T08:20:00,2018-06-15T11:00:00
3G022,3G,319,LOS,ACC,2018-06-15T16:20:00,2018-06-16T00:50:00
3G023,3G,319,LOS,DKR,2018-06-13T00:20:00,2018-06-13T08:50:00
3G024,3G,319,LOS,DLA,2018-06-10T21:00:00,2018-06-11T03:10:00
3G025,3G,319,LOS,ROB,2018-06-10T12:25:00,2018-06-10T20:05:00
3G026,3G,319,OXB,CKY,2018-06-10T00:05:00,2018-06-10T04:55:00
3G027,3G,319,OXB,DKR,2018-06-15T13:15:00,2018-06-15T21:45:00
3G028,3G,319,ROB,ACC,2018-06-11T23:25:00,2018-06-12T08:25:00
3G029,3G,319,ROB,FNA,2018-06-11T07:10:00,2018-06-11T10:40:00
3G030,3G,319,ROB,LOS,2018-06-15T12:45:00,2018-06-15T21:20:00
